fid,%canopy,NO2_mean,NO2_stdev,LST_mean,LST_stdev,NDVImean,Road%,Imp%,BD,REDNO2_mean,petrochem_distance
212,2.380685334,3.17E-05,6.78E-21,38.32053399,0.7068931,-0.190072481,2.27657373,100.0026656,79.44409425,3.17E-05,11829.98
213,0.478916652,2.10E-05,0,37.6957233,0.636686098,-0.210600626,0,100.0033496,75.30096754,2.10E-05,14721.95
214,0,3.10E-05,0,40.14209294,0.875803965,-0.195200995,0,100.0142554,75.12348434,NA,5624.3
215,0.256818165,3.43E-05,2.03E-20,40.64170647,0.390231237,-0.225270294,0,100.0063818,76.33052333,NA,2434.07
216,0.055527167,2.21E-05,4.69E-09,37.8415091,0.50937526,-0.1777124,0.215167773,99.96278262,78.39047819,NA,4422.25
217,0,3.17E-05,0,39.3082242,0.867287092,-0.204376994,0,100.0003012,75.62488074,3.17E-05,18617.67
218,0.256807668,3.17E-05,1.36E-20,36.62752557,0.099138475,-0.175267535,0.055525982,100.0022939,77.80578252,3.17E-05,15828.58
219,0,2.11E-05,6.78E-21,37.16498995,1.167654154,-0.182081419,0,99.98386321,79.54287208,2.11E-05,18153.07
220,0.458064275,2.75E-05,0,38.05200934,0.394731351,-0.217445444,0,97.50522729,78.30122957,2.75E-05,26133.77
221,3.678698506,2.46E-05,3.39E-21,38.82342315,1.075829984,-0.104385852,4.726780533,92.90448963,74.69146155,NA,3215.15
222,1.131280568,2.75E-05,0,37.88772273,0.712509351,-0.204780944,1.839198469,78.87038267,74.84496715,2.75E-05,24973.99
223,0.701026034,3.02E-05,0,34.52543569,0.123957851,-0.193431654,0,99.04595543,73.06634708,3.02E-05,11256.88
224,2.415200096,2.65E-05,0,35.89658499,0.682438978,-0.150317734,0,79.47951581,71.14429939,2.65E-05,31160.63
225,3.137267065,2.12E-05,1.02E-20,35.22078943,0.4703552,-0.098655346,5.316695956,87.87124126,70.25534787,2.12E-05,14262.67
226,0.395633623,2.91E-05,0,36.68994927,0.411783,-0.202686134,12.77133098,95.14641577,74.08760154,2.91E-05,10677.2
227,0.333145744,2.92E-05,6.78E-21,39.85454822,0.422104764,-0.193785289,0,96.27217951,69.19714726,2.92E-05,19323.37
228,0.652435978,2.10E-05,6.78E-21,40.5202899,0.718820371,-0.164901082,8.891175408,91.18139839,71.30292347,2.10E-05,21919.43
229,0.027762161,2.25E-05,0,41.26122141,0.770565137,-0.297320545,0,100.0201248,71.88317486,2.25E-05,24471.28
230,0.097161437,2.65E-05,6.78E-21,34.4697876,0.304590706,-0.189818289,0.069401026,93.62198449,70.58084375,2.65E-05,35679.54
231,4.074340128,3.02E-05,0,37.02402043,0.41682271,-0.209317436,6.267681662,96.36820842,73.9766901,NA,6248.24
232,0,2.66E-05,1.02E-20,37.6645081,0.422442447,-0.232620473,0,99.99605753,86.62901097,2.66E-05,28269.3
233,0.013881634,2.10E-05,0,39.40699029,0.616564348,-0.205674304,2.408463467,99.61460427,86.71162563,2.10E-05,20493.11
234,1.068895259,2.24E-05,1.36E-06,42.3040626,1.655989942,-0.186069266,0,99.96947027,89.27357679,2.24E-05,19923.53
235,0,2.21E-05,0,37.87245941,0.885323197,-0.198779774,0,100.0041737,86.04606753,NA,4887.69
236,1.853201596,3.02E-05,6.78E-21,37.75997543,0.595865624,-0.194849965,0.04164498,99.42044819,87.94725628,3.02E-05,11366.03
237,0,2.75E-05,0,38.22422934,0.818485811,-0.282129992,0,99.99670795,81.30631827,2.75E-05,26394.12
238,2.380685334,3.17E-05,6.78E-21,38.32053399,0.7068931,-0.190072481,2.27657373,100.0026656,79.44409425,3.17E-05,11829.98
239,0.402571702,2.37E-05,0,40.09950542,0.347867974,-0.208460893,0,100.0182452,84.54699828,2.37E-05,19473.35
240,0,2.91E-05,0,34.88720036,0.617042248,-0.215897415,1.901842626,90.23340928,84.37517871,2.91E-05,11945.89
241,0.152689963,2.75E-05,0,39.30831146,0.809250356,-0.232955722,0,96.47923515,84.73598892,2.75E-05,22880.68
242,0.027763442,3.02E-05,0,37.67332172,1.483057493,-0.189156659,0,99.04608054,81.82580543,NA,6419.43
243,0.728774955,2.10E-05,0,38.88229752,0.809894577,-0.201742178,0,82.72636843,82.72636843,2.10E-05,21949.14
244,1.36044939,3.96E-05,0,36.86045027,0.62119196,-0.122163417,0,99.99997127,80.02357665,NA,277.7
245,0.423340677,2.25E-05,3.39E-21,31.85077322,0.874809761,-0.174235621,0,93.99551037,80.25428839,2.25E-05,38800.03
246,0,2.11E-05,6.78E-21,37.16498995,1.167654154,-0.182081419,0,99.98386321,79.54287208,2.11E-05,18153.07
247,2.137833465,2.91E-05,0,35.51440334,0.523604673,-0.232538012,7.503240182,97.79894003,86.14497123,2.91E-05,12606.46
248,0,3.17E-05,0,39.20537972,0.742371977,-0.180887093,0,99.59786556,82.46842081,3.17E-05,18547.91
249,2.137751625,2.23E-05,6.78E-21,38.73253083,1.207911658,-0.184467617,3.650835567,97.69802556,82.31731906,2.23E-05,16585.34
